word,count
was,a,table,2
in,front,of,2
and,the,March,2
March,Hare,and,2
and,the,Hatter,2
down,in,a,2
wasnt,very,civil,2
very,civil,of,2
civil,of,you,2
of,you,to,2
said,Alice,its,2
had,been,looking,2
with,great,curiosity,2
opened,his,eyes,2
thought,Alice,Im,2
Alice,Im,glad,2
you,can,find,2
the,answer,to,2
Exactly,so,said,2
what,you,mean,2
March,Hare,went,2
mean,what,I,2
you,know,Not,2
the,Hatter,You,2
well,say,added,2
say,added,the,2
added,the,Dormouse,2
the,Dormouse,who,2
with,you,said,2
she,could,remember,2
The,Hatter,was,2
Hatter,was,the,2
day,of,the,2
of,the,month,2
it,he,said,2
out,of,his,2
considered,a,little,2
and,then,said,2
was,the,BEST,2
the,BEST,butter,2
could,think,of,2
think,of,nothing,2
you,know,Alice,2
over,his,shoulder,2
Of,course,not,2
it,was,certainly,2
the,Hatter,said,2
March,Hare,Alice,2
said,Alice,Of,2
Alice,Of,course,2
Alice,cautiously,replied,2
Hare,said,to,2
it,you,know,2
Is,that,the,2
shook,his,head,2
they,had,to,2
jumped,up,and,2
the,Hatter,with,2
you,come,to,2
March,Hare,interrupted,2
us,a,story,2
one,said,Alice,2
there,were,three,2
What,did,they,2
they,were,said,2
were,said,the,2
would,be,like,2
it,puzzled,her,2
they,live,at,2
live,at,the,2
replied,in,an,2
did,not,quite,2
this,so,she,2
and,breadandbutter,and,2
turned,to,the,2
to,the,Dormouse,2
but,the,Hatter,2
and,the,Dormouse,2
were,learning,to,2
learning,to,draw,2
did,they,draw,2
Alice,quite,forgetting,2
all,this,time,2
the,place,of,2
place,of,the,2
as,the,March,2
so,she,began,2
the,Dormouse,not,2
that,begins,with,2
begins,with,an,2
was,silent,The,2
this,time,and,2
time,and,was,2
much,of,a,2
she,got,up,2
way,through,the,2
in,all,my,2
all,my,life,2
she,noticed,that,2
that,one,of,2
Thats,very,curious,2
as,well,go,2
a,piece,of,2
of,the,garden,2
a,very,curious,2
me,like,that,2
help,it,said,2
and,said,Thats,2
What,for,said,2
you,see,Miss,2
have,been,a,2
and,the,three,2
three,gardeners,instantly,2
upon,their,faces,2
like,the,three,2
their,hands,and,2
hands,and,feet,2
the,royal,children,2
said,and,went,2
the,Knave,of,2
to,lie,down,2
where,she,was,2
a,pack,of,2
pointing,to,the,2
The,Queen,turned,2
Queen,in,a,2
voice,and,the,2
up,and,began,2
the,King,the,2
King,the,Queen,2
it,please,your,2
on,one,knee,2
three,of,the,2
at,Alice,as,2
Alice,Come,on,2
Come,on,then,2
Queen,and,Alice,2
White,Rabbit,who,2
to,her,ear,2
under,sentence,of,2
sentence,of,execution,2
Alice,I,dont,2
gave,a,little,2
a,little,scream,2
in,a,voice,2
about,in,all,2
such,a,curious,2
to,make,the,2
under,her,arm,2
she,had,got,2
had,got,its,2
could,not,help,2
going,to,begin,2
of,the,ground,2
without,waiting,for,2
time,the,Queen,2
and,shouting,Off,2
shouting,Off,with,2
his,head,or,2
head,or,Off,2
or,Off,with,2
would,become,of,2
her,very,much,2
appeared,and,then,2
feeling,very,glad,2
Alice,began,in,2
and,looking,at,2
of,it,at,2
King,and,dont,2
Alice,as,he,2
Queen,who,was,2
go,back,and,2
back,and,see,2
the,game,was,2
of,them,with,2
with,the,other,2
but,it,doesnt,2
thought,Alice,as,2
all,the,rest,2
was,that,you,2
that,he,had,2
that,had,made,2
Queen,said,to,2
here,And,the,2
and,by,the,2
by,the,time,2
to,the,game,2
the,Duchess,as,2
they,walked,off,2
walked,off,together,2
off,together,Alice,2
Alice,was,very,2
in,such,a,2
that,makes,them,2
about,it,you,2
child,said,the,2
so,close,to,2
and,it,was,2
her,sharp,little,2
sharp,little,chin,2
the,reason,is,2
And,the,moral,2
Of,course,it,2
is,said,the,2
there,is,of,2
to,be,otherwise,2
otherwise,than,what,2
it,as,you,2
a,right,to,2
she,was,beginning,2
the,game,the,2
game,the,Queen,2
the,time,they,2
never,left,off,2
and,all,the,2
breath,and,said,2
dont,even,know,2
even,know,what,2
know,what,a,2
the,Queen,I,2
said,Alice,Come,2
the,Queen,had,2
you,dont,know,2
Mock,Turtle,and,2
What,IS,the,2
you,know,Come,2
know,Come,on,2
it,I,never,2
at,them,with,2
Turtle,in,a,2
see,how,he,2
of,the,Mock,2
to,school,in,2
school,in,the,2
call,him,Tortoise,2
added,the,Gryphon,2
the,Gryphon,said,2
and,he,went,2
said,I,didnt,2
You,did,said,2
of,great,relief,2
the,sea,I,2
I,never,heard,2
And,the,Gryphon,2
the,Gryphon,I,2
said,with,a,2
used,to,say,2
and,so,on,2
lessons,the,Gryphon,2
and,she,thought,2
a,little,before,2
little,before,she,2
interrupted,in,a,2
Mock,Turtle,sighed,2
Turtle,sighed,deeply,2
sighed,deeply,and,2
He,looked,at,2
his,voice,and,2
under,the,sea,2
checked,herself,hastily,2
the,Gryphon,you,2
cried,the,Mock,2
the,first,figure,2
first,figure,said,2
figure,said,the,2
the,two,creatures,2
Mock,Turtle,to,2
come,and,join,2
and,join,the,2
will,you,join,2
wont,you,wont,2
wont,you,join,2
with,the,lobsters,2
would,not,join,2
the,dance,Would,2
dance,Would,not,2
Would,not,could,2
would,not,could,2
the,whiting,said,2
Mock,Turtle,but,2
know,what,theyre,2
their,tails,in,2
tails,in,their,2
in,their,mouths,2
and,shut,his,2
So,they,got,2
the,Gryphon,replied,2
a,deep,voice,2
on,each,side,2
the,Lobster,Quadrille,2
the,voice,of,2
with,his,nose,2
later,editions,continued,2
editions,continued,as,2
continued,as,follows,2
when,I,was,2
explain,it,said,2
Go,on,with,2
with,the,next,2
the,next,verse,2
I,passed,by,2
passed,by,his,2
by,his,garden,2
as,follows,The,2
Soup,of,the,2
of,the,evening,2
the,evening,beautiful,2
evening,beautiful,Soup,2
beautiful,Soup,Beauootiful,2
Soup,Beauootiful,Soooop,2
Beauootiful,Soooop,Beauootiful,2
Soooop,Beauootiful,Soooop,2
Beauootiful,Soooop,Soooop,2
Soooop,Soooop,of,2
eeevening,Beautiful,beautiful,2
Beautiful,beautiful,Soup,2
Who,cares,for,2
Pennyworth,only,of,2
only,of,beautiful,2
of,beautiful,Soup,2
the,whole,pack,2
by,the,way,2
was,obliged,to,2
before,the,trials,2
put,on,his,2
on,his,spectacles,2
anxiously,round,to,2
round,the,court,2
White,Rabbit,blew,2
Rabbit,blew,three,2
blew,three,blasts,2
three,blasts,on,2
blasts,on,the,2
on,the,trumpet,2
the,trumpet,and,2
Consider,your,verdict,2
verdict,the,King,2
witness,said,the,2
witness,was,the,2
Majesty,he,began,2
into,the,court,2
down,the,King,2
staring,at,the,2
at,the,Hatter,2
turned,pale,and,2
your,evidence,said,2
evidence,said,the,2
at,the,Queen,2
nonsense,said,Alice,2
of,the,officers,2
the,list,of,2
poor,man,your,2
man,your,Majesty,2
twinkling,of,the,2
of,the,jury,2
cheered,and,was,2
was,immediately,suppressed,2
immediately,suppressed,by,2
suppressed,by,the,2
by,the,officers,2
you,know,about,2
Call,the,next,2
said,the,cook,2
added,in,an,2
in,an,undertone,2
to,the,Queen,2
when,the,White,2
White,Rabbit,read,2
the,last,few,2
last,few,minutes,2
all,the,jurymen,2
down,on,their,2
are,said,the,2
Majesty,said,the,2
in,it,said,2
yet,said,the,2
of,the,jurymen,2
it,The,jury,2
the,King,that,2
at,the,beginning,2
said,Alice,she,2
Alice,she,had,2
believe,theres,an,2
theres,an,atom,2
an,atom,of,2
atom,of,meaning,2
of,her,voice,2
a,curious,dream,2
that,you,have,2
of,little,Alice,2
could,hear,the,2
the,shriek,of,2
shriek,of,the,2
of,the,Gryphon,2
would,change,to,2
all,their,simple,2
United,States,without,2
General,Terms,of,2
Terms,of,Use,2
of,this,license,2
distributing,Project,Gutenbergtm,2
Gutenberg,is,a,2
is,a,registered,2
a,registered,trademark,2
for,copies,of,2
Project,Gutenbergtm,mission,2
Gutenbergtm,mission,of,2
mission,of,promoting,2
the,free,distribution,2
distribution,of,electronic,2
of,electronic,works,2
electronic,works,by,2
any,other,work,2
other,work,associated,2
associated,in,any,2
in,any,way,2
any,way,with,2
with,the,phrase,2
comply,with,all,2
any,part,of,2
do,not,agree,2
agreement,you,must,2
return,or,destroy,2
or,destroy,all,2
destroy,all,copies,2
all,copies,of,2
a,fee,for,2
obtaining,a,copy,2
access,to,a,2
agree,to,be,2
to,be,bound,2
be,bound,by,2
bound,by,the,2
by,the,terms,2
the,person,or,2
There,are,a,2
the,full,terms,2
full,terms,of,2
with,Project,Gutenbergtm,2
this,agreement,and,2
The,Project,Gutenberg,2
Archive,Foundation,the,2
in,the,collection,2
in,the,public,2
public,domain,in,2
domain,in,the,2
you,are,located,2
or,creating,derivative,2
creating,derivative,works,2
derivative,works,based,2
works,based,on,2
on,the,work,2
all,references,to,2
references,to,Project,2
to,Project,Gutenberg,2
with,the,terms,2
this,agreement,for,2
associated,with,the,2
the,work,You,2
this,work,in,2
laws,of,the,2
If,you,are,2
the,laws,of,2
to,the,terms,2
work,in,any,2
with,active,links,2
immediate,access,to,2
access,to,the,2
of,a,Project,2
which,the,phrase,2
an,individual,Project,2
individual,Project,Gutenbergtm,2
is,posted,with,2
or,providing,access,2
providing,access,to,2
paragraphs,1E1,through,2
1E1,through,1E7,2
1E8,or,1E9,2
posted,with,the,2
with,the,permission,2
the,permission,of,2
found,at,the,2
of,this,work,2
electronic,work,or,2
in,paragraph,1E1,2
access,to,or,2
Plain,Vanilla,ASCII,2
Vanilla,ASCII,or,2
ASCII,or,other,2
a,means,of,2
charge,a,fee,2
Section,4,Information,2
4,Information,about,2
a,full,refund,2
full,refund,of,2
refund,of,any,2
of,any,money,2
any,money,paid,2
days,of,receipt,2
a,physical,medium,2
in,accordance,with,2
a,replacement,copy,2
a,defect,in,2
within,90,days,2
90,days,of,2
distribution,of,Project,2
forth,in,this,2
in,this,agreement,2
Archive,Foundation,and,2
volunteers,and,employees,2
Project,Gutenbergtm,collection,2
Except,for,the,2
in,paragraph,1F3,2
costs,and,expenses,2
and,expenses,including,2
expenses,including,legal,2
including,legal,fees,2
YOU,AGREE,THAT,2
If,you,received,2
to,provide,a,2
in,lieu,of,2
lieu,of,a,2
of,a,refund,2
a,refund,If,2
the,work,electronically,2
disclaimer,or,limitation,2
of,the,state,2
Information,about,the,2
by,the,widest,2
about,the,Project,2
tax,exempt,status,2
office,is,located,2
is,located,at,2
do,not,solicit,2
where,we,have,2
we,have,not,2
we,can,not,2
Lewis,Carroll,This,1
Carroll,This,eBook,1
at,wwwgutenbergorg,Title,1
wwwgutenbergorg,Title,Alices,1
Title,Alices,Adventures,1
in,Wonderland,Author,1
Wonderland,Author,Lewis,1
Author,Lewis,Carroll,1
Lewis,Carroll,Posting,1
Carroll,Posting,Date,1
Posting,Date,June,1
Date,June,25,1
June,25,2008,1
25,2008,EBook,1
2008,EBook,11,1
EBook,11,Release,1
11,Release,Date,1
Release,Date,March,1
Date,March,1994,1
March,1994,Last,1
1994,Last,Updated,1
Last,Updated,October,1
Updated,October,6,1
October,6,2016,1
6,2016,Language,1
2016,Language,English,1
Language,English,Character,1
English,Character,set,1
Character,set,encoding,1
set,encoding,UTF8,1
encoding,UTF8,START,1
UTF8,START,OF,1
START,OF,THIS,1
IN,WONDERLAND,ALICES,1
WONDERLAND,ALICES,ADVENTURES,1
IN,WONDERLAND,Lewis,1
WONDERLAND,Lewis,Carroll,1
Lewis,Carroll,THE,1
Carroll,THE,MILLENNIUM,1
THE,MILLENNIUM,FULCRUM,1
MILLENNIUM,FULCRUM,EDITION,1
FULCRUM,EDITION,30,1
EDITION,30,CHAPTER,1
30,CHAPTER,I,1
CHAPTER,I,Down,1
I,Down,the,1
Down,the,RabbitHole,1
the,RabbitHole,Alice,1
RabbitHole,Alice,was,1
beginning,to,get,1
to,get,very,1
get,very,tired,1
tired,of,sitting,1
of,sitting,by,1
sitting,by,her,1
by,her,sister,1
her,sister,on,1
sister,on,the,1
the,bank,and,1
bank,and,of,1
and,of,having,1
of,having,nothing,1
having,nothing,to,1
to,do,once,1
do,once,or,1
or,twice,she,1
twice,she,had,1
she,had,peeped,1
had,peeped,into,1
peeped,into,the,1
into,the,book,1
the,book,her,1
book,her,sister,1
her,sister,was,1
sister,was,reading,1
was,reading,but,1
reading,but,it,1
but,it,had,1
it,had,no,1
had,no,pictures,1
no,pictures,or,1
or,conversations,in,1
conversations,in,it,1
it,and,what,1
and,what,is,1
is,the,use,1
of,a,book,1
a,book,thought,1
book,thought,Alice,1
thought,Alice,without,1
Alice,without,pictures,1
without,pictures,or,1
or,conversations,So,1
conversations,So,she,1
So,she,was,1
she,was,considering,1
was,considering,in,1
considering,in,her,1
in,her,own,1
her,own,mind,1
own,mind,as,1
mind,as,well,1
for,the,hot,1
the,hot,day,1
hot,day,made,1
day,made,her,1
made,her,feel,1
her,feel,very,1
feel,very,sleepy,1
sleepy,and,stupid,1
and,stupid,whether,1
stupid,whether,the,1
whether,the,pleasure,1
the,pleasure,of,1
pleasure,of,making,1
of,making,a,1
making,a,daisychain,1
a,daisychain,would,1
daisychain,would,be,1
would,be,worth,1
be,worth,the,1
worth,the,trouble,1
the,trouble,of,1
trouble,of,getting,1
of,getting,up,1
up,and,picking,1
and,picking,the,1
picking,the,daisies,1
the,daisies,when,1
daisies,when,suddenly,1
suddenly,a,White,1
a,White,Rabbit,1
Rabbit,with,pink,1
with,pink,eyes,1
pink,eyes,ran,1
eyes,ran,close,1
ran,close,by,1
close,by,her,1
by,her,There,1
her,There,was,1
was,nothing,so,1
nothing,so,VERY,1
so,VERY,remarkable,1
VERY,remarkable,in,1
remarkable,in,that,1
in,that,nor,1
that,nor,did,1
nor,did,Alice,1
did,Alice,think,1
Alice,think,it,1
think,it,so,1
it,so,VERY,1
so,VERY,much,1
VERY,much,out,1
much,out,of,1
the,way,to,1
way,to,hear,1
to,hear,the,1
hear,the,Rabbit,1
Rabbit,say,to,1
to,itself,Oh,1
itself,Oh,dear,1
Oh,dear,Oh,1
dear,Oh,dear,1
Oh,dear,I,1
shall,be,late,1
be,late,when,1
late,when,she,1
when,she,thought,1
it,over,afterwards,1
over,afterwards,it,1
afterwards,it,occurred,1
that,she,ought,1
she,ought,to,1
to,have,wondered,1
have,wondered,at,1
wondered,at,this,1
at,this,but,1
this,but,at,1
but,at,the,1
at,the,time,1
the,time,it,1
time,it,all,1
it,all,seemed,1
all,seemed,quite,1
quite,natural,but,1
natural,but,when,1
but,when,the,1
the,Rabbit,actually,1
Rabbit,actually,TOOK,1
actually,TOOK,A,1
TOOK,A,WATCH,1
A,WATCH,OUT,1
WATCH,OUT,OF,1
OUT,OF,ITS,1
OF,ITS,WAISTCOATPOCKET,1
ITS,WAISTCOATPOCKET,and,1
WAISTCOATPOCKET,and,looked,1
at,it,and,1
and,then,hurried,1
then,hurried,on,1
hurried,on,Alice,1
on,Alice,started,1
Alice,started,to,1
started,to,her,1
her,feet,for,1
feet,for,it,1
for,it,flashed,1
it,flashed,across,1
flashed,across,her,1
across,her,mind,1
her,mind,that,1
mind,that,she,1
had,never,before,1
never,before,seen,1
before,seen,a,1
seen,a,rabbit,1
a,rabbit,with,1
rabbit,with,either,1
with,either,a,1
either,a,waistcoatpocket,1
a,waistcoatpocket,or,1
waistcoatpocket,or,a,1
or,a,watch,1
a,watch,to,1
watch,to,take,1
to,take,out,1
take,out,of,1
out,of,it,1
it,and,burning,1
and,burning,with,1
burning,with,curiosity,1
with,curiosity,she,1
curiosity,she,ran,1
she,ran,across,1
ran,across,the,1
across,the,field,1
the,field,after,1
field,after,it,1
it,and,fortunately,1
and,fortunately,was,1
fortunately,was,just,1
time,to,see,1
see,it,pop,1
it,pop,down,1
pop,down,a,1
down,a,large,1
a,large,rabbithole,1
large,rabbithole,under,1
rabbithole,under,the,1
under,the,hedge,1
the,hedge,In,1
hedge,In,another,1
In,another,moment,1
another,moment,down,1
moment,down,went,1
down,went,Alice,1
went,Alice,after,1
Alice,after,it,1
after,it,never,1
it,never,once,1
never,once,considering,1
once,considering,how,1
considering,how,in,1
how,in,the,1
the,world,she,1
world,she,was,1
she,was,to,1
was,to,get,1
out,again,The,1
again,The,rabbithole,1
The,rabbithole,went,1
rabbithole,went,straight,1
went,straight,on,1
straight,on,like,1
on,like,a,1
like,a,tunnel,1
a,tunnel,for,1
tunnel,for,some,1
some,way,and,1
way,and,then,1
and,then,dipped,1
then,dipped,suddenly,1
dipped,suddenly,down,1
suddenly,down,so,1
down,so,suddenly,1
so,suddenly,that,1
suddenly,that,Alice,1
Alice,had,not,1
had,not,a,1
moment,to,think,1
think,about,stopping,1
about,stopping,herself,1
stopping,herself,before,1
herself,before,she,1
before,she,found,1
found,herself,falling,1
herself,falling,down,1
falling,down,a,1
down,a,very,1
a,very,deep,1
very,deep,well,1
deep,well,Either,1
well,Either,the,1
Either,the,well,1
the,well,was,1
well,was,very,1
was,very,deep,1
very,deep,or,1
deep,or,she,1
or,she,fell,1
she,fell,very,1
fell,very,slowly,1
very,slowly,for,1
slowly,for,she,1
she,had,plenty,1
had,plenty,of,1
plenty,of,time,1
of,time,as,1
time,as,she,1
she,went,down,1
went,down,to,1
down,to,look,1
to,look,about,1
look,about,her,1
about,her,and,1
her,and,to,1
and,to,wonder,1
to,wonder,what,1
wonder,what,was,1
what,was,going,1
going,to,happen,1
to,happen,next,1
happen,next,First,1
next,First,she,1
First,she,tried,1
tried,to,look,1
to,look,down,1
look,down,and,1
down,and,make,1
and,make,out,1
out,what,she,1
she,was,coming,1
was,coming,to,1
coming,to,but,1
to,but,it,1
was,too,dark,1
too,dark,to,1
dark,to,see,1
to,see,anything,1
see,anything,then,1
anything,then,she,1
then,she,looked,1
she,looked,at,1
at,the,sides,1
the,sides,of,1
sides,of,the,1
of,the,well,1
the,well,and,1
well,and,noticed,1
and,noticed,that,1
noticed,that,they,1
that,they,were,1
they,were,filled,1
were,filled,with,1
filled,with,cupboards,1
with,cupboards,and,1
cupboards,and,bookshelves,1
and,bookshelves,here,1
bookshelves,here,and,1
and,there,she,1
there,she,saw,1
she,saw,maps,1
saw,maps,and,1
maps,and,pictures,1
and,pictures,hung,1
pictures,hung,upon,1
hung,upon,pegs,1
upon,pegs,She,1
pegs,She,took,1
She,took,down,1
took,down,a,1
down,a,jar,1
a,jar,from,1
jar,from,one,1
from,one,of,1
of,the,shelves,1
the,shelves,as,1
shelves,as,she,1
as,she,passed,1
she,passed,it,1
passed,it,was,1
it,was,labelled,1
was,labelled,ORANGE,1
labelled,ORANGE,MARMALADE,1
ORANGE,MARMALADE,but,1
MARMALADE,but,to,1
but,to,her,1
her,great,disappointment,1
great,disappointment,it,1
disappointment,it,was,1
it,was,empty,1
was,empty,she,1
empty,she,did,1
like,to,drop,1
to,drop,the,1
drop,the,jar,1
the,jar,for,1
jar,for,fear,1
fear,of,killing,1
of,killing,somebody,1
killing,somebody,so,1
somebody,so,managed,1
so,managed,to,1
managed,to,put,1
to,put,it,1
put,it,into,1
it,into,one,1
into,one,of,1
of,the,cupboards,1
the,cupboards,as,1
cupboards,as,she,1
as,she,fell,1
she,fell,past,1
fell,past,it,1
past,it,Well,1
it,Well,thought,1
Well,thought,Alice,1
to,herself,after,1
herself,after,such,1
after,such,a,1
such,a,fall,1
a,fall,as,1
fall,as,this,1
as,this,I,1
this,I,shall,1
I,shall,think,1
shall,think,nothing,1
think,nothing,of,1
nothing,of,tumbling,1
of,tumbling,down,1
tumbling,down,stairs,1
down,stairs,How,1
stairs,How,brave,1
How,brave,theyll,1
brave,theyll,all,1
theyll,all,think,1
all,think,me,1
think,me,at,1
me,at,home,1
at,home,Why,1
home,Why,I,1
Why,I,wouldnt,1
I,wouldnt,say,1
wouldnt,say,anything,1
say,anything,about,1
anything,about,it,1
about,it,even,1
it,even,if,1
even,if,I,1
if,I,fell,1
I,fell,off,1
fell,off,the,1
off,the,top,1
top,of,the,1
the,house,Which,1
house,Which,was,1
Which,was,very,1
was,very,likely,1
very,likely,true,1
likely,true,Down,1
true,Down,down,1
down,down,Would,1
down,Would,the,1
Would,the,fall,1
the,fall,NEVER,1
fall,NEVER,come,1
NEVER,come,to,1
come,to,an,1
to,an,end,1
an,end,I,1
end,I,wonder,1
I,wonder,how,1
wonder,how,many,1
how,many,miles,1
many,miles,Ive,1
miles,Ive,fallen,1
Ive,fallen,by,1
fallen,by,this,1
she,said,aloud,1
said,aloud,I,1
aloud,I,must,1
be,getting,somewhere,1
getting,somewhere,near,1
somewhere,near,the,1
near,the,centre,1
the,centre,of,1
centre,of,the,1
of,the,earth,1
the,earth,Let,1
earth,Let,me,1
me,see,that,1
see,that,would,1
that,would,be,1
would,be,four,1
be,four,thousand,1
four,thousand,miles,1
thousand,miles,down,1
miles,down,I,1
down,I,think,1
I,think,for,1
think,for,you,1
you,see,Alice,1
see,Alice,had,1
Alice,had,learnt,1
had,learnt,several,1
learnt,several,things,1
several,things,of,1
things,of,this,1
of,this,sort,1
this,sort,in,1
sort,in,her,1
in,her,lessons,1
her,lessons,in,1
lessons,in,the,1
in,the,schoolroom,1
the,schoolroom,and,1
schoolroom,and,though,1
and,though,this,1
though,this,was,1
this,was,not,1
not,a,VERY,1
a,VERY,good,1
VERY,good,opportunity,1
opportunity,for,showing,1
for,showing,off,1
showing,off,her,1
off,her,knowledge,1
her,knowledge,as,1
knowledge,as,there,1
was,no,one,1
no,one,to,1
one,to,listen,1
to,her,still,1
her,still,it,1
was,good,practice,1
good,practice,to,1
practice,to,say,1
say,it,over,1
it,over,yes,1
over,yes,thats,1
yes,thats,about,1
thats,about,the,1
about,the,right,1
the,right,distancebut,1
right,distancebut,then,1
distancebut,then,I,1
then,I,wonder,1
wonder,what,Latitude,1
what,Latitude,or,1
Latitude,or,Longitude,1
or,Longitude,Ive,1
Longitude,Ive,got,1
got,to,Alice,1
to,Alice,had,1
idea,what,Latitude,1
what,Latitude,was,1
Latitude,was,or,1
was,or,Longitude,1
or,Longitude,either,1
Longitude,either,but,1
either,but,thought,1
but,thought,they,1
thought,they,were,1
they,were,nice,1
were,nice,grand,1
nice,grand,words,1
grand,words,to,1
words,to,say,1
to,say,Presently,1
say,Presently,she,1
Presently,she,began,1
began,again,I,1
again,I,wonder,1
I,shall,fall,1
shall,fall,right,1
fall,right,THROUGH,1
right,THROUGH,the,1
THROUGH,the,earth,1
the,earth,How,1
earth,How,funny,1
How,funny,itll,1
itll,seem,to,1
seem,to,come,1
to,come,out,1
come,out,among,1
out,among,the,1
among,the,people,1
the,people,that,1
people,that,walk,1
that,walk,with,1
walk,with,their,1
their,heads,downward,1
heads,downward,The,1
downward,The,Antipathies,1
The,Antipathies,I,1
Antipathies,I,think,1
I,think,she,1
think,she,was,1
she,was,rather,1
was,rather,glad,1
rather,glad,there,1
glad,there,WAS,1
there,WAS,no,1
WAS,no,one,1
no,one,listening,1
one,listening,this,1
listening,this,time,1
this,time,as,1
time,as,it,1
as,it,didnt,1
it,didnt,sound,1
didnt,sound,at,1
sound,at,all,1
at,all,the,1
all,the,right,1
the,right,word,1
right,word,but,1
word,but,I,1
