word,count
shant,be,2
deal,too,2
too,far,2
you,you,2
best,way,2
I,want,2
Ill,give,2
them,a,2
herself,how,2
it,They,2
roof,of,2
nine,feet,2
and,hurried,2
could,do,2
lying,down,2
side,to,2
get,through,2
than,ever,2
to,cry,2
cry,again,2
be,ashamed,2
ashamed,of,2
of,yourself,2
you,she,2
this,way,2
about,four,2
a,time,2
of,feet,2
distance,and,2
of,white,2
he,came,2
muttering,to,2
Duchess,Oh,2
if,Ive,2
kept,her,2
Rabbit,came,2
near,her,2
her,she,2
timid,voice,2
you,please,2
The,Rabbit,2
he,could,2
could,go,2
and,gloves,2
How,queer,2
everything,is,2
I,got,2
up,this,2
if,Im,2
began,thinking,2
thinking,over,2
over,all,2
children,she,2
as,herself,2
could,have,2
changed,for,2
said,for,2
such,long,2
go,in,2
all,and,2
cant,be,2
be,Mabel,2
know,all,2
all,sorts,2
andoh,dear,2
and,four,2
lets,try,2
the,capital,2
capital,of,2
Mabel,Ill,2
try,and,2
and,say,2
How,doth,2
doth,the,2
little,and,2
she,were,2
were,saying,2
but,her,2
same,as,2
they,used,2
with,tears,2
again,as,2
on,I,2
next,to,2
play,with,2
with,and,2
lessons,to,2
Ill,stay,2
stay,down,2
heads,down,2
me,that,2
first,and,2
dear,cried,2
Alice,with,2
a,sudden,2
do,wish,2
wish,they,2
was,surprised,2
had,put,2
CAN,I,2
done,that,2
by,it,2
nearly,as,2
now,about,2
about,two,2
two,feet,2
shrinking,rapidly,2
found,out,2
WAS,a,2
deal,frightened,2
sudden,change,2
change,but,2
but,very,2
find,herself,2
and,now,2
as,before,2
things,are,2
thought,the,2
never,was,2
these,words,2
salt,water,2
that,case,2
conclusion,that,2
go,to,2
the,English,2
soon,made,2
find,her,2
it,now,2
now,I,2
my,own,2
heard,something,2
way,off,2
nearer,to,2
it,be,2
it,can,2
O,Mouse,2
about,here,2
thought,this,2
this,must,2
right,way,2
speaking,to,2
thing,before,2
before,but,2
Perhaps,it,2
the,Conqueror,2
notion,how,2
long,ago,2
pardon,cried,2
afraid,that,2
I,quite,2
you,didnt,2
Mouse,in,2
a,shrill,2
cats,if,2
yet,I,2
show,you,2
our,cat,2
Dinah,I,2
think,youd,2
fancy,to,2
could,only,2
see,her,2
a,dear,2
thing,Alice,2
pool,and,2
a,nice,2
shes,such,2
a,capital,2
capital,one,2
one,for,2
for,catching,2
wont,talk,2
if,youd,2
rather,not,2
Mouse,who,2
As,if,2
Dont,let,2
let,me,2
subject,of,2
of,conversation,2
Mouse,did,2
not,answer,2
answer,so,2
on,eagerly,2
There,is,2
things,when,2
you,throw,2
belongs,to,2
a,sorrowful,2
sorrowful,tone,2
For,the,2
away,from,2
making,quite,2
and,we,2
like,them,2
this,it,2
slowly,back,2
with,passion,2
low,trembling,2
Let,us,2
the,shore,2
you,my,2
why,it,2
high,time,2
birds,and,2
had,fallen,2
it,there,2
and,an,2
uncomfortable,The,2
first,question,2
get,dry,2
dry,again,2
minutes,it,2
with,them,2
them,all,2
had,quite,2
say,I,2
older,than,2
this,Alice,2
not,allow,2
was,and,2
of,authority,2
among,them,2
down,all,2
all,of,2
it,for,2
felt,sure,2
sure,she,2
not,get,2
This,is,2
was,soon,2
to,by,2
Edwin,and,2
and,Morcar,2
Morcar,the,2
the,earls,2
earls,of,2
of,Mercia,2
Mercia,and,2
and,Northumbria,2
pardon,said,2
Not,I,2
hastily,I,2
I,thought,2
you,did,2
it,advisable,2
the,Duck,2
it,means,2
generally,a,2
a,frog,2
is,what,2
what,did,2
did,the,2
notice,this,2
go,with,2
to,meet,2
first,was,2
But,the,2
How,are,2
you,getting,2
getting,on,2
it,spoke,2
as,ever,2
melancholy,tone,2
Dodo,solemnly,2
to,its,2
of,more,2
the,Eaglet,2
the,meaning,2
meaning,of,2
of,half,2
a,smile,2
a,Caucusrace,2
IS,a,2
not,that,2
she,wanted,2
you,how,2
how,the,2
began,running,2
they,liked,2
and,left,2
easy,to,2
half,an,2
an,hour,2
hour,or,2
or,so,2
so,and,2
and,were,2
were,quite,2
out,The,2
But,who,2
has,won,2
it,sat,2
long,time,2
upon,its,2
position,in,2
who,is,2
give,the,2
chorus,of,2
Why,SHE,2
out,in,2
do,and,2
her,pocket,2
pocket,and,2
and,handed,2
have,a,2
very,gravely,2
What,else,2
got,in,2
here,said,2
Then,they,2
the,thimble,2
whole,thing,2
all,looked,2
looked,so,2
so,grave,2
not,dare,2
dare,to,2
not,think,2
anything,to,2
bowed,and,2
The,next,2
next,thing,2
over,at,2
they,sat,2
again,in,2
Mouse,to,2
more,You,2
your,history,2
a,whisper,2
It,IS,2
looking,down,2
you,call,2
call,it,2
kept,on,2
it,while,2
was,speaking,2
idea,of,2
something,like,2
met,in,2
We,must,2
a,trial,2
the,mouse,2
Ill,be,2
thinking,of,2
very,humbly,2
very,angrily,2
always,ready,2
anxiously,about,2
sort,said,2
and,walking,2
it,pleaded,2
pleaded,poor,2
so,easily,2
easily,offended,2
Mouse,only,2
Alice,called,2
called,after,2
Yes,please,2
please,do,2
shook,its,2
sighed,the,2
quite,out,2
sight,and,2
the,opportunity,2
here,I,2
in,particular,2
fetch,it,2
it,back,2
And,who,2
I,might,2
cant,think,2
think,And,2
And,oh,2
Some,of,2
itself,up,2
up,very,2
ever,see,2
In,a,2
hoping,that,2
them,I,2
Alice,guessed,2
moment,that,2
hunting,about,2
for,them,2
were,nowhere,2
nowhere,to,2
and,called,2
an,angry,2
tone,Why,2
out,here,2
me,a,2
a,fan,2
much,frightened,2
the,direction,2
explain,the,2
out,who,2
who,I,2
door,of,2
a,bright,2
She,went,2
in,great,2
turned,out,2
had,found,2
it,seems,2
of,thing,2
get,ready,2
for,your,2
on,that,2
about,like,2
found,her,2
way,into,2
and,on,2
and,two,2
two,or,2
she,took,2
leave,the,2
that,stood,2
quite,tired,2
from,being,2
on,growing,2
and,growing,2
another,minute,2
the,effect,2
herself,Now,2
Alice,the,2
very,uncomfortable,2
and,being,2
ordered,about,2
almost,wish,2
happened,to,2
I,grow,2
grown,up,2
now,she,2
no,room,2
room,to,2
then,thought,2
shall,I,2
be,an,2
I,shouldnt,2
Oh,you,2
can,you,2
in,here,2
hardly,room,2
other,and,2
but,after,2
as,large,2
large,as,2
Rabbit,and,2
be,afraid,2
came,up,2
was,pressed,2
itself,Then,2
spread,out,2
out,her,2
snatch,in,2
She,did,2
get,hold,2
anything,but,2
little,shriek,2
of,broken,2
Next,came,2
you,And,2
And,then,2
Digging,for,2
for,apples,2
and,help,2
me,out,2
window,Sure,2
its,an,2
an,arm,2
saw,one,2
it,does,2
for,all,2
got,no,2
no,business,2
and,take,2
long,silence,2
all,at,2
and,at,2
last,she,2
made,another,2
theyll,do,2
to,stay,2
any,longer,2
time,without,2
anything,more,2
sound,of,2
good,many,2
all,talking,2
Bills,got,2
a,loud,2
was,Bill,2
Bill,I,2
go,down,2
Bill,the,2
could,and,2
waited,till,2
of,what,2
first,thing,2
thing,she,2
a,general,2
Rabbits,voice,2
Tell,us,2
a,deal,2
know,is,2
at,me,2
do,Ill,2
a,dead,2
instantly,and,2
what,they,2
had,any,2
A,barrowful,2
WHAT,thought,2
next,moment,2
a,shower,2
shower,of,2
hit,her,2
put,a,2
better,not,2
do,that,2
silence,Alice,2
Alice,noticed,2
they,lay,2
bright,idea,2
idea,came,2
came,into,2
If,I,2
was,delighted,2
delighted,to,2
animals,and,2
giving,it,2
rush,at,2
she,appeared,2
wandered,about,2
my,right,2
thing,is,2
an,excellent,2
only,difficulty,2
difficulty,was,2
the,smallest,2
idea,how,2
to,set,2
with,large,2
might,be,2
be,hungry,2
likely,to,2
she,picked,2
picked,up,2
and,held,2
all,its,2
feet,at,2
of,delight,2
it,then,2
to,keep,2
long,way,2
the,while,2
last,it,2
once,and,2
of,breath,2
to,rest,2
the,leaves,2
should,have,2
been,the,2
Id,nearly,2
nearly,forgotten,2
I,ought,2
great,question,2
looked,all,2
anything,that,2
on,both,2
both,sides,2
it,it,2
edge,of,2
arms,folded,2
and,taking,2
The,Caterpillar,2
each,other,2
Caterpillar,took,2
sleepy,voice,2
Who,are,2
are,YOU,2
YOU,said,2
an,encouraging,2
conversation,Alice,2
just,at,2
least,I,2
What,do,2
cant,explain,2
sir,said,2
because,Im,2
see,said,2
is,very,2
perhaps,you,2
turn,into,2
after,that,2
bit,said,2
would,feel,2
very,queer,2
again,to,2
beginning,of,2
making,such,2
question,and,2
reason,and,2
important,to,2
say,This,2
and,came,2
that,all,2
down,her,2
No,said,2
had,nothing,2
and,perhaps,2
tell,her,2
her,something,2
For,some,2
away,without,2
Well,Ive,2
all,came,2
came,different,2
YOU,ARE,2
ARE,OLD,2
OLD,FATHER,2
FATHER,WILLIAM,2
Father,William,2
stand,on,2
your,head,2
to,his,2
that,Im,2
youth,said,2
he,shook,2
By,the,2
to,sell,2
and,your,2
how,did,2
you,manage,2
his,father,2
the,law,2
case,with,2
of,my,2
dont,give,2
all,day,2
day,to,2
Alice,timidly,2
It,is,2
first,to,2
hastily,replied,2
nothing,she,2
never,been,2
mind,said,2
three,inches,2
height,to,2
But,Im,2
tone,And,2
get,used,2
time,said,2
it,put,2
time,Alice,2
waited,patiently,2
speak,again,2
shook,itself,2
merely,remarking,2
One,side,2
side,will,2
will,make,2
you,grow,2
taller,and,2
The,other,2
very,difficult,2
her,arms,2
and,broke,2
the,righthand,2
righthand,bit,2
a,violent,2
this,very,2
the,lefthand,2
lefthand,bit,2
all,she,2
green,leaves,2
leaves,that,2
the,distant,2
no,chance,2
head,she,2
head,down,2
it,down,2
down,into,2
when,a,2
face,and,2
Im,NOT,2
NOT,a,2
I,say,2
and,added,2
a,kind,2
havent,the,2
the,least,2
and,Ive,2
on,without,2
without,attending,2
attending,to,2
them,Alice,2
more,and,2
it,wasnt,2
these,three,2
tree,in,2
its,voice,2
them,at,2
they,must,2
down,from,2
had,gone,2
Pigeon,in,2
Youre,a,2
youll,be,2
child,but,2
quite,as,2
believe,it,2
but,if,2
new,idea,2
idea,to,2
Alice,that,2
quite,silent,2
silent,for,2
for,eggs,2
does,it,2
whether,youre,2
deal,to,2
ME,said,2
be,off,2
a,sulky,2
sulky,tone,2
and,every,2
of,mushroom,2
work,very,2
until,she,2
herself,down,2
first,but,2
minutes,and,2
all,these,2
got,back,2
why,I,2
of,their,2
nibbling,at,2
not,venture,2
and,wondering,2
a,footman,2
footman,in,2
him,to,2
because,he,2
his,face,2
called,him,2
large,eyes,2
hair,that,2
curious,to,2
began,by,2
solemn,tone,2
An,invitation,2
croquet,The,2
repeated,in,2
bowed,low,2
much,at,2
back,into,2
gone,and,2
Footman,and,2
for,two,2
Im,on,2
secondly,because,2
hear,you,2
sneezing,and,2
to,pieces,2
For,instance,2
He,was,2
looking,up,2
time,he,2
But,perhaps,2
in,she,2
she,repeated,2
shall,sit,2
sit,here,2
moment,the,2
head,it,2
behind,him,2
continued,in,2
herself,the,2
what,am,2
right,into,2
one,end,2
other,the,2
Duchess,was,2
a,baby,2
baby,the,2
cook,was,2
of,soup,2
certainly,too,2
pepper,in,2
was,sneezing,2
a,moments,2
the,kitchen,2
cook,and,2
would,you,2
last,word,2
saw,in,2
her,so,2
fact,I,2
and,most,2
know,of,2
quite,pleased,2
pleased,to,2
and,thought,2
to,introduce,2
While,she,2
to,fix,2
plates,and,2
and,dishes,2
Duchess,took,2
impossible,to,2
jumping,up,2
carried,it,2
their,own,2
own,business,2
business,the,2
a,hoarse,2
who,felt,2
an,opportunity,2
day,and,2
You,see,2
anxiously,at,2
listening,so,2
Oh,dont,2
Duchess,I,2
beat,him,2
him,when,2
he,sneezes,2
Wow,wow,2
wow,wow,2
he,can,2
croquet,with,2
caught,the,2
little,creature,2
out,its,2
arms,and,2
all,directions,2
Alice,The,2
proper,way,2
it,up,2
its,right,2
ear,and,2
to,prevent,2
take,this,2
out,loud,2
had,left,2
thats,not,2
all,a,2
grunted,again,2
looked,very,2
anxiously,into,2
with,it,2
a,real,2
perhaps,it,2
if,there,2
were,no,2
dear,said,2
they,went,2
on,for,2
just,beginning,2
face,in,2
in,some,2
less,than,2
be,quite,2
to,carry,2
might,do,2
as,pigs,2
little,startled,2
The,Cat,2
only,grinned,2
it,saw,2
saw,Alice,2
great,many,2
it,ought,2
rather,timidly,2
however,it,2
its,pleased,2
where,you,2
Cat,I,2
Alice,Then,2
go,said,2
added,as,2
an,explanation,2
you,only,2
What,sort,2
THAT,direction,2
Cat,said,2
waving,its,2
lives,a,2
either,you,2
But,I,2
Alice,remarked,2
How,do,2
You,must,2
have,come,2
on,And,2
with,said,2
Well,then,2
see,a,2
when,its,2
its,tail,2
tail,when,2
when,Im,2
my,tail,2
you,play,2
today,I,2
and,vanished,2
surprised,at,2
place,where,2
a,natural,2
natural,way,2
again,Alice,2
again,but,2
much,the,2
May,it,2
be,raving,2
make,one,2
All,right,2
Ive,often,2
often,seen,2
a,cat,2
but,a,2
curious,thing,2
came,in,2
because,the,2
shaped,like,2
so,large,2
more,of,2
in,front,2
front,of,2
Hare,and,2
as,its,2
suppose,it,2
one,but,2
No,room,2
cried,out,2
but,there,2
she,remarked,2
wasnt,very,2
very,civil,2
civil,of,2
sit,down,2
without,being,2
know,it,2
Alice,its,2
been,looking,2
Alice,for,2
his,first,2
personal,remarks,2
opened,his,2
all,he,2
we,shall,2
answer,to,2
Exactly,so,2
should,say,2
Hare,went,2
know,Not,2
thing,a,2
Hatter,You,2
say,added,2
Dormouse,who,2
talking,in,2
I,breathe,2
I,sleep,2
sat,silent,2
could,remember,2
day,of,2
the,month,2
had,taken,2
considered,a,2
said,The,2
told,you,2
the,BEST,2
BEST,butter,2
Yes,but,2
you,shouldnt,2
in,with,2
into,his,2
tea,and,2
could,think,2
of,nothing,2
know,Alice,2
looking,over,2
over,his,2
his,shoulder,2
course,not,2
not,Alice,2
for,such,2
dreadfully,puzzled,2
said,as,2
asleep,again,2
again,said,2
Dormouse,shook,2
said,without,2
to,remark,2
Have,you,2
yet,the,2
Hatter,said,2
No,I,2
I,give,2
up,Alice,2
Hare,Alice,2
Alice,Of,2
never,even,2
to,Time,2
Alice,cautiously,2
cautiously,replied,2
to,beat,2
time,when,2
you,liked,2
the,clock,2
it,were,2
Not,at,2
You,know,2
goes,on,2
itself,and,2
twinkle,twinkle,2
she,asked,2
Hatter,with,2
its,always,2
Hare,interrupted,2
us,a,2
a,story,2
one,said,2
Wake,up,2
voice,I,2
its,done,2
were,three,2
three,little,2
little,sisters,2
their,names,2
What,did,2
on,said,2
took,a,2
couldnt,have,2
were,said,2
it,puzzled,2
live,at,2
tea,the,2
Ive,had,2
so,I,2
cant,take,2
very,easy,2
and,breadandbutter,2
breadandbutter,and,2
turned,to,2
Why,did,2
well,The,2
Dormouse,again,2
said,It,2
were,learning,2
learning,to,2
to,draw,2
they,draw,2
Treacle,said,2
interrupted,the,2
moved,on,2
on,as,2
followed,him,2
place,of,2
one,who,2
upset,the,2
wish,to,2
draw,the,2
But,they,2
Dormouse,not,2
let,the,2
that,begins,2
was,silent,2
silent,The,2
talk,said,2
them,they,2
way,through,2
that,one,2
it,Thats,2
well,go,2
a,piece,2
the,bright,2
The,Queens,2
the,roses,2
thing,and,2
to,watch,2
I,couldnt,2
said,Thats,2
Thats,right,2
for,said,2
of,YOUR,2
Five,and,2
for,bringing,2
instead,of,2
to,fall,2
looked,round,2
the,fact,2
see,Miss,2
been,a,2
if,the,2
find,it,2
cut,off,2
gardeners,instantly,2
upon,their,2
these,were,2
their,hands,2
and,feet,2
two,and,2
came,the,2
the,royal,2
royal,children,2
at,everything,2
everything,that,2
procession,came,2
whether,she,2
to,lie,2
lie,down,2
down,upon,2
they,couldnt,2
where,she,2
Who,is,2
your,name,2
added,to,2
a,pack,2
neednt,be,2
gardeners,who,2
were,lying,2
the,rosetree,2
Its,no,2
Queen,turned,2
a,child,2
from,him,2
King,the,2
children,and,2
and,everybody,2
it,please,2
one,knee,2
are,gone,2
soldiers,were,2
fine,day,2
day,said,2
a,timid,2
Rabbit,who,2
Rabbit,in,2
shoulder,as,2
put,his,2
her,ear,2
under,sentence,2
sentence,of,2
of,execution,2
say,What,2
said,What,2
began,Alice,2
little,scream,2
whispered,in,2
flamingoes,and,2
make,the,2
the,arches,2
under,her,2
down,but,2
got,its,2
out,and,2
not,help,2
to,other,2
soon,came,2
came,to,2
without,waiting,2
waiting,for,2
the,hedgehogs,2
and,shouting,2
shouting,Off,2
head,or,2
or,Off,2
as,yet,2
would,become,2
is,that,2
could,get,2
appeared,and,2
flamingo,and,2
they,dont,2
have,any,2
behind,her,2
that,its,2
Cats,head,2
Id,rather,2
Dont,be,2
got,behind,2
at,a,2
you,would,2
one,way,2
without,even,2
looking,round,2
game,was,2
heard,her,2
the,players,2
never,knew,2
was,her,2
with,another,2
to,fly,2
both,the,2
she,tucked,2
arm,that,2
moment,Alice,2
by,all,2
all,three,2
a,head,2
off,from,2
never,had,2
he,wasnt,2
talk,nonsense,2
here,And,2
like,an,2
away,the,2
and,by,2
so,the,2
Mock,Turtles,2
Duchess,as,2
they,walked,2
off,together,2
pepper,that,2
not,in,2
things,that,2
then,they,2
one,Alice,2
child,said,2
to,Alices,2
so,close,2
Alices,shoulder,2
tis,love,2
makes,the,2
Alice,whispered,2
her,sharp,2
sharp,little,2
little,chin,2
care,of,2
things,Alice,2
the,experiment,2
isnt,a,2
course,it,2
is,said,2
there,is,2
look,like,2
be,otherwise,2
otherwise,than,2
than,what,2
them,to,2
than,that,2
a,right,2
great,surprise,2
give,you,2
game,the,2
a,word,2
time,they,2
never,left,2
except,the,2
dont,even,2
even,know,2
Turtle,Soup,2
Queen,I,2
his,history,2
are,all,2
a,Gryphon,2
Turtle,and,2
The,Gryphon,2
then,it,2
watched,the,2
fun,said,2
Alice,What,2
fancy,that,2
know,Come,2
They,had,2
saw,the,2
What,is,2
asked,the,2
how,he,2
sigh,I,2
sat,still,2
school,in,2
call,him,2
he,taught,2
taught,us,2
Gryphon,said,2
in,these,2
You,did,2
wasnt,a,2
great,relief,2
sea,I,2
What,was,2
a,week,2
Gryphon,I,2
so,he,2
and,so,2
so,on,2
Alice,Thats,2
lessons,the,2
little,before,2
interrupted,in,2
Turtle,sighed,2
sighed,deeply,2
deeply,and,2
may,not,2
a,lobster,2
checked,herself,2
herself,hastily,2
Gryphon,you,2
advance,twice,2
lobsters,and,2
first,figure,2
figure,said,2
two,creatures,2
It,must,2
Come,lets,2
Turtle,to,2
treading,on,2
Theres,a,2
a,porpoise,2
come,and,2
and,join,2
us,with,2
sea,But,2
he,would,2
dance,Would,2
Would,not,2
very,interesting,2
whiting,said,2
Turtle,but,2
them,so,2
what,theyre,2
I,believe,2
tails,in,2
would,all,2
their,mouths,2
and,shut,2
shut,his,2
Gryphon,replied,2
and,shoes,2
Why,what,2
what,are,2
gave,her,2
deep,voice,2
are,they,2
them,the,2
told,me,2
So,Alice,2
her,one,2
on,each,2
each,side,2
and,repeat,2
OF,THE,2
How,the,2
and,his,2
his,toes,2
later,editions,2
editions,continued,2
continued,as,2
tones,of,2
next,verse,2
I,passed,2
passed,by,2
his,garden,2
the,Panther,2
follows,The,2
a,song,2
Beautiful,Soup,2
Soup,of,2
the,evening,2
evening,beautiful,2
Soup,Beauootiful,2
Soooop,Beauootiful,2
Soooop,Soooop,2
Beautiful,beautiful,2
Who,cares,2
cares,for,2
Pennyworth,only,2
only,of,2
of,beautiful,2
whole,pack,2
them,in,2
the,very,2
court,was,2
it,made,2
because,of,2
was,obliged,2
they,are,2
jurors,were,2
the,trials,2
out,Silence,2
his,spectacles,2
spectacles,and,2
anxiously,round,2
round,to,2
were,looking,2
not,make,2
no,mark,2
this,the,2
Rabbit,blew,2
blew,three,2
three,blasts,2
blasts,on,2
the,trumpet,2
trumpet,and,2
and,read,2
Consider,your,2
your,verdict,2
verdict,the,2
first,witness,2
witness,said,2
witness,was,2
he,began,2
my,tea,2
wrote,down,2
them,up,2
staring,at,2
turned,pale,2
pale,and,2
evidence,said,2
nervous,or,2
his,teacup,2
the,breadandbutter,2
her,I,2
nonsense,said,2
a,reasonable,2
And,he,2
list,of,2
his,shoes,2
man,your,2
twinkling,of,2
the,tea,2
deny,it,2
You,MUST,2
the,guineapigs,2
cheered,and,2
was,immediately,2
immediately,suppressed,2
suppressed,by,2
word,I,2
know,about,2
must,crossexamine,2
air,and,2
an,undertone,2
Rabbit,read,2
read,out,2
last,few,2
there,they,2
the,accident,2
Alice,Nothing,2
his,notebook,2
are,said,2
just,been,2
a,letter,2
the,paper,2
King,that,2
as,we,2
from,all,2
If,any,2
believe,theres,2
theres,an,2
an,atom,2
atom,of,2
knee,and,2
the,tarts,2
TO,YOU,2
FIT,you,2
using,the,2
the,sentence,2
and,half,2
curious,dream,2
of,hers,2
more,the,2
the,shriek,2
shriek,of,2
up,with,2
change,to,2
all,their,2
their,simple,2
editions,will,2
owns,a,2
copyright,in,2
and,distribute,2
States,without,2
without,paying,2
General,Terms,2
Terms,of,2
of,Use,2
this,license,2
distributing,Project,2
protect,the,2
a,registered,2
registered,trademark,2
trademark,and,2
be,used,2
unless,you,2
not,charge,2
for,copies,2
the,trademark,2
Gutenbergtm,mission,2
of,promoting,2
the,free,2
of,electronic,2
works,by,2
other,work,2
work,associated,2
associated,in,2
any,way,2
way,with,2
any,part,2
work,you,2
intellectual,property,2
return,or,2
or,destroy,2
destroy,all,2
all,copies,2
obtaining,a,2
copy,of,2
of,or,2
be,bound,2
bound,by,2
paragraph,1E8,2
are,a,2
full,terms,2
See,paragraph,2
with,Project,2
agreement,and,2
The,Project,2
the,collection,2
are,in,2
domain,in,2
are,located,2
or,creating,2
creating,derivative,2
works,based,2
based,on,2
all,references,2
references,to,2
agreement,for,2
work,You,2
check,the,2
displaying,performing,2
The,Foundation,2
status,of,2
any,work,2
with,active,2
active,links,2
immediate,access,2
work,on,2
individual,Project,2
does,not,2
or,providing,2
providing,access,2
a,work,2
must,comply,2
paragraphs,1E1,2
1E1,through,2
through,1E7,2
obtain,permission,2
1E8,or,2
or,1E9,2
the,permission,2
and,distribution,2
paragraph,1E1,2
or,distribute,2
Plain,Vanilla,2
Vanilla,ASCII,2
ASCII,or,2
the,official,2
web,site,2
fee,or,2
a,means,2
specified,in,2
with,paragraph,2
to,donate,2
under,this,2
Royalty,payments,2
in,Section,2
Section,4,2
4,Information,2
donations,to,2
You,provide,2
a,full,2
full,refund,2
any,money,2
money,paid,2
a,user,2
of,receipt,2
a,physical,2
physical,medium,2
in,accordance,2
accordance,with,2
paid,for,2
a,replacement,2
replacement,copy,2
a,defect,2
defect,in,2
within,90,2
90,days,2
Section,3,2
and,employees,2
considerable,effort,2
Gutenbergtm,collection,2
the,medium,2
Except,for,2
all,liability,2
costs,and,2
and,expenses,2
expenses,including,2
including,legal,2
legal,fees,2
YOU,AGREE,2
AGREE,THAT,2
BREACH,OF,2
written,explanation,2
in,lieu,2
lieu,of,2
refund,If,2
work,electronically,2
WARRANTIES,OF,2
of,certain,2
disclaimer,or,2
the,state,2
agreement,shall,2
permitted,by,2
the,widest,2
donations,from,2
page,at,2
Foundation,is,2
tax,exempt,2
exempt,status,2
The,Foundations,2
office,is,2
is,located,2
located,at,2
contact,information,2
donations,in,2
not,solicit,2
where,we,2
we,have,2
have,not,2
of,compliance,2
we,can,2
Carroll,This,1
wwwgutenbergorg,Title,1
Title,Alices,1
Wonderland,Author,1
Author,Lewis,1
Carroll,Posting,1
Posting,Date,1
Date,June,1
June,25,1
25,2008,1
2008,EBook,1
EBook,11,1
11,Release,1
Release,Date,1
Date,March,1
March,1994,1
1994,Last,1
Last,Updated,1
Updated,October,1
October,6,1
6,2016,1
2016,Language,1
Language,English,1
English,Character,1
Character,set,1
set,encoding,1
encoding,UTF8,1
UTF8,START,1
START,OF,1
WONDERLAND,ALICES,1
WONDERLAND,Lewis,1
Carroll,THE,1
THE,MILLENNIUM,1
MILLENNIUM,FULCRUM,1
FULCRUM,EDITION,1
EDITION,30,1
30,CHAPTER,1
CHAPTER,I,1
I,Down,1
Down,the,1
the,RabbitHole,1
RabbitHole,Alice,1
get,very,1
of,sitting,1
sitting,by,1
sister,on,1
bank,and,1
and,of,1
having,nothing,1
do,once,1
twice,she,1
had,peeped,1
peeped,into,1
book,her,1
sister,was,1
reading,but,1
no,pictures,1
conversations,in,1
book,thought,1
Alice,without,1
